"age","workclass","education","education.num","marital.status","occupation","relationship","race","sex","hours.per.week","profit","married","milk","bread","butter","honey","jam","peanut","Badam","Cashew","pista","Tea","Coffee","Biscuits","Nuts"
42,5,13,14,3,11,1,5,2,40,0,1,F,F,F,T,F,F,T,T,F,F,T,F,F
33,5,4,2,3,4,1,5,2,35,0,1,T,T,T,T,F,F,F,T,T,F,T,F,T
63,7,12,9,3,4,1,5,2,40,0,1,T,T,T,T,T,F,F,T,T,T,F,T,T
53,5,12,9,3,4,1,5,2,40,0,1,F,F,F,T,T,F,F,F,T,T,T,T,T
38,5,9,11,3,4,1,5,2,40,0,1,T,T,T,T,F,F,F,T,T,F,F,T,T
44,5,16,10,3,13,1,5,2,45,0,1,F,F,F,F,F,F,F,T,F,T,F,F,F
43,5,1,6,3,15,1,5,2,40,0,1,T,T,T,F,F,F,T,F,T,T,F,T,F
26,5,13,14,5,5,2,5,2,32,0,0,F,F,F,T,T,T,T,F,F,T,T,T,T
56,5,12,9,3,15,1,5,2,40,0,1,T,T,T,T,T,F,F,F,T,T,T,T,T
39,5,9,11,1,2,5,3,1,40,0,0,F,F,F,T,F,T,F,T,T,T,F,T,T
44,5,6,4,1,7,2,5,2,48,0,0,F,F,F,T,F,F,T,F,F,T,T,T,T
34,5,12,9,6,2,2,5,2,48,0,0,T,T,T,T,F,F,T,F,T,F,T,F,T
40,5,8,12,5,2,2,5,1,40,0,0,F,F,F,F,F,F,T,F,T,F,F,T,T
38,2,16,10,3,9,1,3,2,40,0,1,T,T,T,T,F,F,F,F,F,F,F,F,F
44,5,16,10,1,2,5,5,1,40,0,0,T,T,T,T,T,T,F,T,F,F,T,T,T
34,2,16,10,1,12,4,5,2,72,0,0,T,T,T,F,F,T,F,T,F,F,F,F,T
22,5,10,13,5,11,2,5,2,20,0,0,F,F,F,F,F,T,T,T,F,F,F,T,T
58,6,16,10,7,13,2,5,1,20,0,0,F,F,F,T,F,F,F,T,F,T,F,T,T
43,5,16,10,1,14,5,5,1,30,0,0,F,F,F,T,F,T,T,T,T,F,F,F,F
23,5,12,9,5,4,4,5,2,40,0,0,F,F,F,F,F,F,T,T,F,F,T,F,T
41,5,16,10,6,5,2,3,1,40,0,0,T,T,T,T,T,T,F,T,T,F,F,T,T
44,5,16,10,5,9,2,5,2,35,0,0,F,F,F,F,F,F,F,F,F,T,T,F,T
32,5,12,9,3,2,1,5,2,40,0,1,F,F,F,F,F,T,T,T,F,F,T,F,T
38,3,8,12,3,12,1,5,2,56,0,1,T,T,T,F,T,T,T,F,T,T,F,F,F
47,5,16,10,3,13,1,5,2,50,0,1,T,T,T,F,T,F,F,T,T,F,T,F,T
24,5,12,9,5,9,4,5,1,30,0,0,F,F,F,T,T,T,T,F,F,T,T,T,F
39,5,13,14,3,5,1,5,2,40,0,1,T,T,T,F,F,F,F,F,T,T,F,T,F
32,5,3,8,1,12,4,5,2,54,0,0,T,T,T,F,F,F,F,T,F,T,T,F,T
40,5,12,9,3,8,1,5,2,50,0,1,T,T,T,F,T,F,T,F,F,F,F,F,F
34,5,12,9,1,9,5,5,1,45,-3770,0,F,F,F,F,F,F,F,F,T,T,T,F,T
34,5,12,9,5,4,5,5,2,30,2036,0,F,F,F,F,T,F,F,T,T,T,T,T,F
57,5,13,14,3,11,1,5,2,45,-1977,1,T,T,T,F,T,T,F,T,F,T,F,F,T
71,5,5,3,3,15,1,5,2,40,0,1,F,F,F,F,F,F,F,T,F,F,F,F,F
45,3,13,14,5,11,2,5,2,50,0,0,F,F,F,F,F,T,T,F,T,F,F,T,T
54,5,12,9,1,15,2,5,2,45,0,0,T,T,T,T,F,T,F,T,T,F,T,T,F
26,5,9,11,5,13,5,5,1,54,0,0,F,F,F,F,F,F,F,F,T,F,F,T,F
37,5,16,10,3,5,6,5,1,45,0,1,F,F,F,F,F,T,F,F,F,T,F,T,F
28,7,16,10,3,6,1,5,2,55,0,1,T,T,T,T,T,T,T,T,F,F,F,F,T
42,5,10,13,1,11,5,5,1,15,0,0,T,T,T,F,F,T,F,F,T,T,T,T,T
45,5,12,9,3,4,1,5,2,40,0,1,F,F,F,F,T,F,T,F,F,T,T,T,T
37,5,12,9,3,13,1,5,2,50,0,1,F,F,F,T,F,F,T,F,F,F,T,T,T
57,5,12,9,3,13,1,5,2,50,0,1,F,F,F,T,T,F,T,F,F,T,F,T,F
39,5,10,13,3,11,2,5,2,60,0,0,F,F,F,F,F,T,F,F,T,F,T,T,T
45,8,16,10,3,2,6,2,1,40,0,1,F,F,F,T,T,T,F,T,T,F,T,F,T
30,5,9,11,1,2,2,5,1,46,0,0,T,T,T,F,F,T,F,F,F,F,F,T,T
27,5,12,9,2,4,1,5,2,40,0,1,F,F,F,T,T,T,F,F,F,T,F,F,F
44,5,11,16,3,11,1,5,2,40,0,1,F,F,F,F,F,F,F,T,F,F,F,F,F
44,8,11,16,3,11,1,5,2,40,-1902,1,T,T,T,T,F,F,F,T,T,F,T,F,T
38,5,12,9,3,5,6,5,1,60,0,1,T,T,T,F,F,T,T,T,T,T,F,F,F
19,5,12,9,5,6,4,5,2,40,0,0,T,T,T,F,F,F,F,F,T,T,F,F,T
39,5,16,10,1,13,2,5,1,38,0,0,F,F,F,F,T,F,T,T,F,T,T,T,F
55,6,1,6,7,15,2,5,2,40,0,0,T,T,T,T,T,F,F,T,F,T,F,T,T
17,5,1,6,5,9,4,5,1,20,0,0,F,F,F,F,F,F,F,T,F,F,T,F,F
43,5,16,10,1,2,5,5,1,40,0,0,T,T,T,F,T,T,T,F,F,F,T,F,F
36,3,12,9,3,9,6,5,1,35,0,1,T,T,T,F,F,F,F,F,F,F,T,T,F
45,5,10,13,3,6,1,5,2,60,0,1,F,F,F,F,T,T,T,T,T,F,F,T,F
44,5,13,14,3,5,1,5,2,38,0,1,T,T,T,T,T,F,T,T,T,T,T,T,T
26,5,16,10,3,15,1,5,2,52,0,1,F,F,F,T,F,F,F,F,T,T,F,T,F
32,5,8,12,3,4,1,5,2,40,-1887,1,F,F,F,T,F,F,F,T,T,T,T,T,T
21,5,12,9,5,9,4,5,1,40,0,0,F,F,F,T,F,F,F,T,F,T,F,T,F
43,2,10,13,3,13,1,5,2,60,0,1,T,T,T,T,F,F,F,T,T,F,T,T,F
34,5,12,9,3,4,1,5,2,40,0,1,T,T,T,F,T,T,F,F,T,F,T,F,F
33,8,10,13,5,11,2,5,2,20,0,0,T,T,T,T,F,F,F,F,T,F,T,T,T
40,6,12,9,5,13,2,5,2,51,0,0,F,F,F,F,F,T,T,T,F,F,T,F,T
46,5,5,3,5,8,4,5,1,40,0,0,F,F,F,F,F,F,F,F,T,T,T,T,T
20,1,12,9,5,1,4,5,2,40,0,0,T,T,T,T,T,T,F,T,F,T,F,T,T
54,8,12,9,7,5,2,5,1,40,0,0,F,F,F,T,T,F,T,T,F,F,T,F,F
23,5,16,10,5,5,4,5,2,40,0,0,F,F,F,T,T,T,T,F,F,F,F,T,F
58,6,12,9,3,5,1,5,2,45,0,1,F,F,F,T,T,F,F,F,F,F,F,F,T
25,5,16,10,3,12,1,5,2,40,3137,1,F,F,F,F,F,F,T,F,T,T,T,T,T
50,3,13,14,3,11,1,5,2,50,7688,1,T,T,T,F,T,T,T,T,T,F,F,T,T
42,7,12,9,3,4,1,5,2,45,0,1,T,T,T,T,F,T,T,T,F,F,F,T,T
25,5,12,9,5,9,2,5,1,38,0,0,T,T,T,F,T,T,T,T,T,F,T,T,F
60,5,2,7,3,8,6,2,1,30,0,1,F,F,F,F,F,F,T,T,T,F,F,T,F
43,8,12,9,5,2,2,5,1,40,0,0,T,T,T,T,F,T,F,T,T,F,F,F,F
25,5,10,13,5,13,4,5,1,40,0,0,T,T,T,T,F,F,T,T,F,F,F,T,T
31,5,12,9,3,4,6,5,1,45,0,1,T,T,T,F,F,F,T,T,T,F,F,T,F
35,5,12,9,1,4,2,5,2,40,0,0,T,T,T,F,F,T,T,F,T,F,T,F,T
48,5,16,10,1,8,5,5,2,40,0,0,T,T,T,F,F,T,F,T,T,T,F,T,F
43,7,12,9,3,2,6,5,1,20,0,1,F,F,F,F,T,T,F,F,T,F,F,F,T
27,5,12,9,1,5,5,5,1,40,0,0,F,F,F,F,T,F,F,T,F,T,F,T,T
24,5,12,9,5,4,2,5,2,40,-1590,0,T,T,T,F,T,F,F,T,T,T,T,T,F
44,6,12,9,3,5,1,5,2,70,-1887,1,T,T,T,F,T,T,T,T,T,T,F,T,T
52,7,12,9,3,15,1,5,2,22,0,1,T,T,T,T,F,T,T,F,T,F,T,T,F
49,5,16,10,3,2,6,5,1,40,0,1,T,T,T,T,T,F,T,T,F,F,T,F,T
31,5,12,9,5,2,4,5,1,40,0,0,F,F,F,F,T,F,F,F,T,T,T,T,T
59,5,2,7,1,6,2,5,2,40,0,0,T,T,T,T,T,F,F,T,T,F,T,F,T
27,5,10,13,3,9,1,5,2,40,0,1,F,F,F,F,T,T,F,T,T,F,F,F,F
38,7,13,14,5,11,2,5,2,40,0,0,T,T,T,T,F,T,F,T,T,T,T,T,T
51,2,10,13,3,11,1,5,2,40,0,1,F,F,F,T,T,F,T,F,T,T,F,T,F
24,5,12,9,5,4,2,5,2,40,0,0,T,T,T,F,F,T,F,T,T,T,T,F,T
58,6,10,13,3,5,1,5,2,45,0,1,F,F,F,F,F,F,F,F,T,T,F,T,T
46,5,16,10,1,2,5,5,1,40,0,0,F,F,F,F,T,T,F,T,T,F,T,F,F
55,5,5,3,7,8,5,5,1,40,0,0,F,F,F,T,F,T,T,T,F,T,F,T,F
76,5,12,9,1,2,2,5,1,8,0,0,F,F,F,T,T,F,F,T,F,T,T,T,T
25,5,16,10,1,2,5,5,1,40,0,0,F,F,F,T,F,F,T,T,F,F,F,T,F
51,5,16,10,3,8,1,5,2,40,7298,1,F,F,F,T,T,T,T,T,T,T,F,T,F
33,5,12,9,3,4,1,5,2,40,0,1,T,T,T,T,F,T,F,T,F,F,T,T,T
46,5,12,9,3,15,1,5,2,40,0,1,F,F,F,T,T,F,T,T,T,F,F,T,F
51,5,16,10,3,2,6,5,1,40,0,1,F,F,F,T,F,T,T,T,F,F,T,T,T
42,3,9,11,7,11,5,3,1,40,0,0,F,F,F,T,F,T,F,F,T,F,F,F,F
53,5,10,13,5,9,2,5,2,50,8614,0,T,T,T,F,T,T,T,F,T,T,F,F,T
33,3,13,14,3,11,6,5,1,35,7688,1,F,F,F,T,T,T,T,F,T,F,F,F,F
30,5,10,13,3,11,1,5,2,35,99999,1,T,T,T,F,F,F,F,F,T,T,T,T,T
41,3,16,10,1,4,2,5,2,40,0,0,F,F,F,F,F,T,F,F,F,T,T,F,T
42,8,8,12,1,9,2,5,1,40,0,0,T,T,T,F,T,F,F,F,T,F,T,T,T
34,5,12,9,3,15,1,2,2,40,0,1,T,T,T,T,T,T,T,T,T,F,F,F,T
31,5,9,11,5,9,5,5,1,40,0,0,T,T,T,T,T,T,T,F,T,F,T,F,T
46,5,16,10,3,11,1,5,2,50,-1977,1,F,F,F,T,F,T,F,F,F,T,T,F,T
35,5,4,2,4,9,2,5,2,40,0,0,F,F,F,F,F,F,T,T,T,F,F,T,T
40,5,12,9,5,9,2,5,2,40,0,0,F,F,F,T,F,F,T,T,T,T,T,F,T
46,3,16,10,3,12,1,5,2,40,0,1,T,T,T,T,T,F,F,T,F,T,F,T,F
43,3,13,14,3,11,6,5,1,40,0,1,T,T,T,T,T,F,F,T,T,T,T,T,F
35,5,12,9,3,9,1,2,2,40,0,1,F,F,F,T,T,F,F,T,F,F,T,T,F
23,5,10,13,5,2,4,5,1,20,0,0,F,F,F,T,F,T,T,F,T,T,T,T,F
50,7,12,9,3,9,6,5,1,12,0,1,T,T,T,F,T,F,F,T,T,T,T,F,T
43,5,12,9,1,8,3,3,2,40,0,0,F,F,F,F,F,F,F,F,F,T,T,F,F
61,5,12,9,3,15,1,5,2,40,0,1,F,F,F,F,F,F,F,F,F,T,F,F,F
29,5,15,15,5,11,4,5,2,50,0,0,F,F,F,F,F,T,T,T,F,F,F,T,T
21,5,12,9,5,13,2,5,2,40,0,0,F,F,F,F,T,F,T,T,T,T,T,F,F
36,3,10,13,3,11,1,5,2,50,-1672,1,F,F,F,T,T,F,F,F,F,F,T,T,T
40,5,12,9,5,9,5,3,1,40,0,0,F,F,F,F,F,F,T,T,F,T,F,T,F
23,5,10,13,5,11,4,5,2,40,0,0,T,T,T,F,F,T,F,F,F,T,T,T,T
90,5,10,13,5,5,2,5,2,55,0,0,F,F,F,T,T,F,T,T,T,T,F,T,T
24,5,10,13,5,5,4,5,2,40,0,0,F,F,F,T,F,F,F,F,F,T,T,T,F
20,5,16,10,5,11,4,5,1,12,2176,0,T,T,T,F,F,F,F,T,T,F,T,F,T
40,3,13,14,3,5,1,5,2,60,0,1,F,F,F,T,T,T,T,F,F,F,F,F,T
37,7,9,11,3,4,1,5,2,55,0,1,T,T,T,F,T,F,T,F,F,F,T,F,F
31,5,12,9,5,4,2,5,1,40,0,0,T,T,T,F,F,T,F,F,F,F,F,T,F
22,5,12,9,5,15,4,5,2,40,0,0,F,F,F,F,F,F,F,F,T,F,T,F,T
25,5,16,10,3,5,1,5,2,40,0,1,T,T,T,T,T,T,F,F,F,T,T,T,F
46,5,3,8,3,4,1,5,2,40,7298,1,F,F,F,T,F,F,T,T,T,F,F,F,T
47,3,13,14,3,11,1,5,2,60,0,1,T,T,T,T,F,T,T,T,F,F,T,T,F
48,3,9,11,3,4,1,5,2,40,0,1,T,T,T,T,F,F,T,F,T,T,F,F,T
36,1,13,14,3,1,1,5,2,50,0,1,F,F,F,T,F,F,F,T,F,F,F,F,T
26,1,10,13,5,1,2,5,1,80,0,0,T,T,T,T,F,F,F,F,T,T,T,T,T
28,5,7,5,3,8,6,5,1,40,0,1,F,F,F,F,T,F,F,T,T,F,T,F,F
20,8,16,10,5,6,2,5,2,40,0,0,T,T,T,T,F,F,T,F,T,T,T,T,F
51,5,16,10,1,7,2,5,1,40,0,0,F,F,F,T,T,T,F,F,F,T,F,F,F
32,2,12,9,3,2,6,5,1,40,0,1,T,T,T,T,F,T,T,F,T,F,T,F,F
55,5,1,6,3,9,1,5,2,40,0,1,F,F,F,F,T,F,F,T,T,F,F,F,T
41,3,10,13,1,12,5,5,1,40,0,0,T,T,T,F,F,T,F,F,F,T,T,F,F
46,5,13,14,3,11,6,5,1,35,7688,1,T,T,T,F,F,F,F,T,T,T,F,F,F
45,6,12,9,3,9,1,5,2,40,0,1,T,T,T,F,F,F,T,F,T,F,F,F,T
65,3,12,9,3,4,1,5,2,40,0,1,F,F,F,T,F,T,T,T,F,F,F,T,T
45,5,11,16,3,11,1,5,2,50,7688,1,T,T,T,T,F,T,T,F,F,F,T,F,F
22,5,16,10,5,2,4,5,1,40,0,0,F,F,F,F,F,F,F,F,T,T,F,T,T
22,1,16,10,5,1,4,5,1,20,0,0,F,F,F,F,T,T,T,T,F,F,F,F,F
42,7,15,15,3,11,1,5,2,50,0,1,T,T,T,T,T,T,F,T,F,F,T,F,T
37,5,10,13,3,5,1,5,2,40,5178,1,F,F,F,T,T,F,T,F,T,T,T,T,T
24,5,10,13,3,5,6,5,1,40,0,1,F,F,F,T,F,T,F,T,F,T,T,F,F
67,5,16,10,1,9,5,3,1,41,0,0,F,F,F,T,F,F,T,T,F,T,F,F,T
28,5,12,9,4,14,2,5,1,37,0,0,T,T,T,F,F,T,F,T,F,T,F,T,T
56,5,1,6,3,9,1,5,2,35,0,1,T,T,T,T,F,F,T,T,T,T,T,T,T
31,8,9,11,3,12,1,5,2,38,0,1,T,T,T,T,T,F,F,F,T,T,T,T,T
33,5,16,10,6,5,5,5,1,40,0,0,T,T,T,T,T,T,T,F,T,F,T,F,F
52,1,6,4,3,1,1,5,2,40,0,1,F,F,F,T,T,F,F,F,F,T,F,T,T
45,5,16,10,3,7,1,5,2,40,0,1,T,T,T,F,T,F,F,F,T,T,F,F,T
53,5,10,13,3,11,1,5,2,40,-1902,1,T,T,T,T,T,F,F,T,F,T,T,T,F
47,5,6,4,3,7,1,5,2,40,0,1,F,F,F,F,F,F,F,T,F,F,F,T,F
40,5,12,9,1,13,5,5,1,30,0,0,T,T,T,T,T,T,F,T,T,F,F,F,F
35,5,16,10,5,13,4,5,2,48,0,0,T,T,T,T,F,T,F,F,F,T,F,F,T
65,7,6,4,3,6,1,5,2,40,0,1,T,T,T,F,T,F,T,T,T,F,T,F,F
42,5,16,10,3,9,6,3,1,30,0,1,F,F,F,T,T,F,T,T,T,T,F,F,T
23,2,10,13,5,11,2,5,1,15,0,0,T,T,T,F,T,F,F,F,T,F,F,T,F
39,5,16,10,1,2,2,5,1,40,0,0,T,T,T,F,T,T,F,T,F,T,T,F,F
39,5,12,9,3,4,1,5,2,30,0,1,F,F,F,F,F,F,F,T,F,F,F,F,T
37,5,12,9,3,15,1,5,2,40,0,1,F,F,F,T,T,T,F,T,T,T,F,F,F
25,5,9,11,5,2,2,5,1,40,0,0,F,F,F,T,T,T,T,T,F,F,T,T,F
31,7,12,9,5,9,5,5,1,40,0,0,F,F,F,T,T,F,F,T,F,F,F,F,F
39,5,12,9,1,5,2,5,2,45,0,0,T,T,T,F,T,T,F,F,T,T,F,T,T
39,5,10,13,3,13,1,5,2,30,0,1,F,F,F,T,F,T,T,T,F,T,T,F,T
25,5,10,13,5,2,4,3,2,35,0,0,F,F,F,T,T,T,T,T,F,T,F,T,T
30,5,2,7,3,15,1,5,2,40,0,1,F,F,F,T,F,F,F,F,F,F,F,T,F
37,5,7,5,3,8,6,3,1,48,0,1,F,F,F,F,F,T,F,T,F,T,F,F,F
22,5,12,9,5,4,5,5,1,36,0,0,T,T,T,F,T,F,T,F,T,F,T,F,T
46,2,13,14,3,5,1,5,2,40,-1977,1,F,F,F,F,F,T,T,F,T,F,T,T,T
54,5,10,13,1,13,2,5,1,38,-1408,0,F,F,F,F,F,F,F,F,T,F,F,F,T
33,5,8,12,5,4,2,5,2,45,0,0,F,F,F,F,F,F,T,T,T,F,F,F,F
70,8,10,13,5,5,2,5,2,40,0,0,F,F,F,F,T,F,F,T,T,T,F,F,T
36,5,16,10,1,2,2,5,2,45,0,0,T,T,T,T,F,F,T,T,T,F,T,T,F
53,3,13,14,1,11,5,5,1,50,0,0,F,F,F,T,T,F,F,T,F,F,F,F,T
55,8,12,9,1,2,2,5,1,40,-1617,0,F,F,F,T,T,T,T,F,F,T,F,T,F
17,5,2,7,5,12,4,5,1,30,0,0,F,F,F,F,T,F,T,F,T,F,F,T,F
36,5,16,10,1,7,2,5,2,40,0,0,T,T,T,T,F,T,F,T,T,T,F,T,T
36,7,15,15,5,11,2,5,2,55,0,0,T,T,T,T,F,F,F,T,F,T,T,T,T
40,3,12,9,4,6,4,3,2,40,0,0,F,F,F,F,T,T,T,T,T,F,F,F,T
36,5,12,9,3,15,1,3,2,50,0,1,T,T,T,F,T,T,F,F,T,F,F,F,T
28,5,12,9,3,15,1,5,2,55,0,1,T,T,T,F,T,T,T,T,T,F,F,T,F
39,5,13,14,3,11,1,5,2,40,99999,1,F,F,F,T,T,F,F,T,T,T,F,F,T
49,5,5,3,5,8,2,5,2,45,0,0,F,F,F,F,F,T,T,F,F,T,F,T,T
63,6,12,9,3,5,1,5,2,40,0,1,T,T,T,F,F,T,F,F,F,F,F,F,F
61,5,16,10,3,7,1,5,2,20,0,1,F,F,F,F,F,F,T,F,F,T,T,F,T
48,6,12,9,3,4,1,5,2,60,0,1,T,T,T,T,T,T,F,T,F,F,F,F,F
55,5,12,9,4,8,2,5,2,40,0,0,T,T,T,T,T,F,T,T,T,F,T,T,T
18,1,16,10,5,1,4,5,1,4,0,0,T,T,T,F,T,F,F,F,T,T,F,T,T
20,5,12,9,3,13,3,5,2,20,0,0,T,T,T,T,F,T,F,T,T,T,T,F,T
49,5,12,9,3,9,1,2,2,40,0,1,T,T,T,F,T,F,T,F,T,T,F,F,T
27,2,12,9,3,7,1,2,2,40,0,1,F,F,F,F,F,F,F,T,T,T,T,F,F
37,5,1,6,1,9,5,5,1,33,0,0,F,F,F,T,T,F,T,T,T,F,F,T,F
32,8,12,9,3,12,1,5,2,40,0,1,T,T,T,F,T,F,F,T,T,F,F,F,T
33,6,11,16,3,11,1,5,2,60,0,1,F,F,F,F,T,F,F,T,F,F,T,T,F
47,5,9,11,3,9,1,5,2,26,0,1,T,T,T,F,T,F,F,T,T,T,T,T,T
34,5,12,9,3,8,1,3,2,40,0,1,F,F,F,F,F,T,T,F,F,T,F,T,F
61,5,12,9,1,2,3,3,1,35,0,0,F,F,F,T,F,T,F,T,T,F,T,F,T
25,5,12,9,5,4,4,3,2,40,0,0,T,T,T,F,T,F,T,T,T,T,F,T,F
26,5,8,12,5,13,4,5,2,30,0,0,T,T,T,T,F,T,T,T,T,F,T,T,T
18,5,12,9,5,13,4,5,1,30,0,0,F,F,F,F,F,T,F,T,F,F,T,F,T
35,5,12,9,3,13,1,5,2,50,0,1,F,F,F,F,F,F,F,F,F,T,F,T,T
36,5,12,9,1,2,5,3,1,40,0,0,F,F,F,T,F,T,F,T,T,F,T,T,T
56,5,12,9,3,4,1,5,2,35,0,1,F,F,F,F,T,T,F,T,T,T,T,T,F
40,8,9,11,5,4,2,5,2,40,0,0,T,T,T,F,T,T,T,T,F,F,T,F,F
24,5,3,8,5,9,4,5,1,38,0,0,F,F,F,F,T,F,F,T,T,F,T,F,F
66,5,12,9,7,13,2,5,1,40,0,0,T,T,T,T,T,T,F,T,T,T,F,F,T
42,5,12,9,3,8,6,5,1,40,0,1,T,T,T,T,F,F,F,F,F,F,T,F,T
28,5,12,9,5,15,4,5,2,20,0,0,F,F,F,T,T,T,T,F,F,T,T,F,T
39,8,16,10,1,2,5,5,1,35,0,0,T,T,T,F,F,T,F,T,F,F,F,F,T
65,7,9,11,3,6,1,5,2,25,0,1,T,T,T,T,F,F,F,F,T,T,T,F,T
20,5,16,10,5,9,4,5,1,20,0,0,F,F,F,F,T,F,T,T,F,F,T,T,T
52,5,12,9,3,8,1,5,2,40,4386,1,F,F,F,F,F,F,F,T,T,T,F,T,F
24,1,16,10,5,1,2,2,2,50,99999,0,F,F,F,T,T,F,T,T,T,F,F,T,T
39,5,16,10,1,13,2,5,1,40,0,0,T,T,T,T,T,T,F,F,F,F,F,T,T
18,5,12,9,5,8,2,5,1,30,0,0,F,F,F,F,T,T,T,T,F,T,F,T,F
49,5,6,4,3,8,6,5,1,40,0,1,T,T,T,T,F,T,F,F,F,T,T,F,F
21,5,16,10,5,11,4,5,2,48,0,0,F,F,F,T,T,F,T,T,F,F,T,T,F
35,1,12,9,3,1,1,5,2,30,0,1,F,F,F,T,F,T,T,T,F,F,F,T,F
38,5,12,9,3,2,1,5,2,40,0,1,T,T,T,T,F,T,T,T,T,F,F,F,F
55,5,12,9,3,4,1,5,2,40,0,1,F,F,F,F,F,F,F,T,F,T,T,T,F
27,5,1,6,3,4,3,5,2,55,0,0,F,F,F,T,F,T,T,T,F,T,F,T,T
34,5,12,9,6,2,5,5,1,40,0,0,F,F,F,T,T,F,T,T,T,T,T,F,F
54,3,16,10,5,11,2,5,1,40,0,0,F,F,F,F,T,T,T,T,T,T,T,F,T
38,5,12,9,5,2,5,5,1,40,0,0,T,T,T,F,F,F,F,F,F,T,F,T,F
32,5,12,9,1,2,3,5,1,40,0,0,T,T,T,F,F,F,F,F,T,F,F,T,T
33,8,16,10,6,14,2,5,2,12,0,0,F,F,F,T,T,T,F,T,T,F,F,T,T
32,2,8,12,3,12,1,5,2,50,0,1,T,T,T,T,F,F,F,T,T,T,T,F,F
34,5,13,14,3,5,1,5,2,50,0,1,T,T,T,F,T,T,T,T,F,T,T,T,F
46,5,10,13,3,9,1,5,2,30,0,1,T,T,T,F,F,F,F,F,F,T,T,F,T
48,5,13,14,3,5,1,5,2,40,0,1,F,F,F,T,F,T,F,T,T,F,F,F,F
23,5,16,10,5,5,4,5,2,40,0,0,F,F,F,F,F,F,T,T,F,T,F,T,F
48,2,6,4,4,7,5,5,2,40,0,0,T,T,T,F,F,F,F,F,F,T,T,F,F
67,5,12,9,3,5,1,5,2,37,0,1,T,T,T,F,F,F,F,T,F,T,T,T,F
36,5,15,15,3,11,1,5,2,60,5178,1,T,T,T,F,T,F,F,F,F,F,F,F,T
25,5,10,13,5,9,2,5,1,20,0,0,T,T,T,F,F,T,F,F,F,F,F,F,T
43,5,16,10,3,4,1,5,2,38,4064,1,F,F,F,T,T,T,F,T,F,T,T,T,T
27,3,8,12,5,11,2,5,1,40,0,0,T,T,T,F,F,T,F,T,F,T,F,F,F
56,5,4,2,6,8,5,5,2,40,0,0,F,F,F,F,F,F,T,T,T,F,F,F,T
54,7,16,10,3,4,1,5,2,48,-1579,1,T,T,T,T,F,T,T,F,F,T,T,T,F
39,5,12,9,3,13,1,5,2,46,-1887,1,T,T,T,T,F,T,T,T,F,F,T,F,F
60,7,12,9,3,13,6,5,1,25,0,1,T,T,T,F,F,T,F,T,F,T,F,T,T
27,5,16,10,5,2,2,5,1,40,0,0,F,F,F,F,T,T,T,F,F,F,F,F,T
21,5,16,10,5,13,4,5,2,40,0,0,F,F,F,T,T,F,T,F,T,F,T,T,F
24,5,16,10,5,11,4,5,1,40,0,0,T,T,T,T,T,F,T,T,F,T,F,T,F
31,5,16,10,3,4,1,5,2,40,0,1,F,F,F,T,T,F,T,F,T,F,F,F,F
22,5,1,6,5,4,4,5,2,15,0,0,T,T,T,T,T,F,F,T,F,F,F,T,F
26,5,10,13,5,5,2,5,1,45,0,0,F,F,F,F,F,T,F,F,T,T,T,F,T
45,6,12,9,3,4,1,5,2,48,0,1,F,F,F,T,T,F,F,T,T,T,T,F,T
33,5,12,9,5,15,3,2,2,40,0,0,T,T,T,F,F,T,F,T,T,F,T,F,T
55,1,5,3,3,1,1,5,2,48,0,1,T,T,T,F,F,F,F,F,T,T,T,T,F
29,5,7,5,1,8,5,3,1,40,0,0,F,F,F,T,T,F,T,T,F,F,F,F,F
72,5,12,9,7,2,2,5,1,40,6360,0,F,F,F,F,F,T,F,F,T,T,T,T,F
35,7,12,9,3,4,1,5,2,60,0,1,F,F,F,T,F,T,T,T,F,F,T,F,T
53,8,12,9,3,4,1,5,2,40,0,1,T,T,T,F,T,T,T,T,T,T,T,F,F
40,5,16,10,5,5,4,5,1,40,0,0,T,T,T,F,T,T,T,F,F,T,F,F,F
20,5,12,9,5,9,4,5,2,30,0,0,F,F,F,F,T,F,T,T,F,F,T,T,T
69,5,12,9,7,2,5,5,1,12,1848,0,T,T,T,F,F,T,F,T,T,T,T,T,F
41,3,12,9,5,9,5,5,1,25,0,0,T,T,T,F,T,F,T,F,F,F,T,F,T
45,5,13,14,3,2,1,5,2,45,0,1,T,T,T,F,T,T,F,F,F,T,T,T,T
27,5,12,9,3,7,1,5,2,40,0,1,F,F,F,T,T,T,F,F,T,F,F,F,T
46,6,15,15,3,11,1,5,2,60,99999,1,T,T,T,F,F,F,F,F,F,T,F,T,F
55,5,16,10,3,15,1,3,2,35,0,1,T,T,T,T,F,F,T,F,F,F,F,F,T
31,5,16,10,3,5,1,3,2,40,0,1,T,T,T,F,F,F,T,F,F,T,F,T,F
45,5,16,10,1,13,2,5,1,55,0,0,T,T,T,F,T,F,T,T,T,F,F,F,F
64,5,12,9,3,5,1,5,2,5,0,1,T,T,T,F,T,F,F,F,F,T,F,F,F
38,5,16,10,3,5,1,5,2,45,0,1,T,T,T,F,T,T,F,T,T,T,T,T,T
17,5,1,6,5,9,4,5,2,40,0,0,F,F,F,T,T,T,T,T,F,T,T,T,T
33,5,12,9,3,2,6,5,1,20,-1887,1,T,T,T,F,T,T,F,F,F,F,T,T,T
22,5,3,8,4,9,5,3,1,50,0,0,T,T,T,F,T,T,F,T,F,T,F,F,F
